high_freq_ngram,low_freq_ngram,frequency_ratio,log_ratio,category,jsd_layer_0,jsd_layer_1,jsd_layer_2,jsd_layer_3,jsd_layer_4,jsd_layer_5
look,gaze,71.9,1.857,perception,0.4178854679680998,0.36329025296321404,0.3617353673326316,0.26347097697277316,0.31534130807489463,0.3485293348744184
wreck,devastate,20.8,1.318,destruction,0.5700111651499213,0.5242800876379108,0.434043044059167,0.3631138570298731,0.37156618830065435,0.4584064218245169
say,utter,26.32,1.42,communication,0.47737014865010763,0.3800750549133072,0.3975911929360047,0.3489397589777914,0.3788300233218469,0.3643643227838018
want,desire,15.62,1.194,emotional,0.37286948091235217,0.2891660008656234,0.27264916795594246,0.25832960502480995,0.3065403325619573,0.29792427549505673
believe,surmise,370.12,2.568,cognitive,0.5471563090752098,0.5736876967817478,0.45738928199593665,0.40664234259439136,0.39552883297776914,0.4278732991700364
burn,incinerate,484.28,2.685,destruction,0.48378367516198667,0.5234296194551812,0.4413165220562682,0.38013352728104155,0.3814094564684004,0.34839617662108774
love,adore,84.28,1.926,emotional,0.5032769111924398,0.4845073813782241,0.37358482174382734,0.3277339529398168,0.35306164274231644,0.27879776666879863
taste,savor,38.91,1.59,perception,0.5796734721775861,0.5214021409854223,0.42274961164010216,0.37520204329596585,0.35005612915187045,0.2800685112783319
walk,ambulate,2296.95,3.361,movement,0.5562029880974007,0.5397504211396968,0.4565440331191529,0.41544502240335224,0.3950241167723715,0.3329933104218553
break,shatter,26.89,1.43,destruction,0.5176843588002857,0.5081732059753681,0.4512257478397409,0.38967739100166776,0.35410725067272225,0.3031901883680183
guess,conjecture,34.82,1.542,cognitive,0.3969530452855853,0.38749710879459126,0.3641858041973867,0.2837106396292118,0.33357376517815474,0.3357064628325699
destroy,demolish,27.57,1.44,destruction,0.5273727477453702,0.4833655795682811,0.439429594402677,0.39118911919807764,0.3191112402890305,0.28839375192586236
dance,cavort,252.26,2.402,movement,0.4851092144577731,0.5338446819726228,0.4473525841479821,0.377235364623808,0.33561066376067633,0.3565321110781838
write,compose,24.83,1.395,creation,0.434703356354849,0.24272736481391988,0.26962378096699047,0.20347837440526875,0.25132902453371986,0.22188450002966686
worry,fret,19.32,1.286,emotional,0.2876272919180841,0.2860353956471685,0.31125146908716284,0.2715844459296477,0.24269995612068393,0.26828869823214296
bite,gnaw,64.54,1.81,consumption,0.46463610528672006,0.4385790771904584,0.42944720339199116,0.3770806978403047,0.3469196812070212,0.32120056864150465
enjoy,relish,77.5,1.889,emotional,0.5268898970946998,0.5538881564339861,0.4328767479248795,0.37595261680271147,0.33056599633507544,0.25772180933518607
stare,gawk,16.25,1.211,perception,0.4314735135149166,0.49111566186864003,0.42555716296805113,0.37952965126633686,0.31531059149809937,0.3077020346024413
understand,fathom,159.44,2.203,cognitive,0.4063847548946686,0.42493962164750526,0.4025335045955139,0.32986161753050386,0.3216805637443359,0.27365440570207966
run,sprint,42.2,1.625,movement,0.46618397173641035,0.38872148799296946,0.3507748725731591,0.26064054588080415,0.27854933901064727,0.31531993822281
realize,apprehend,73.33,1.865,cognitive,0.602283013051123,0.4652213351019777,0.4704345405176603,0.40712579872301224,0.3918452186863992,0.336159074546659
notice,discern,11.38,1.056,perception,0.4181797577534554,0.36649684042055175,0.3898383491386607,0.31614206438951337,0.33989434306259625,0.3413402132866383
forget,disremember,8018.47,3.904,cognitive,0.3030066157617562,0.36234752948684795,0.32016090834950645,0.2661129015717205,0.2608908735700969,0.2202992701451701
design,devise,129.79,2.113,creation,0.44517371165826247,0.3070972447887318,0.3007057207480588,0.24058389318563622,0.2030911406270326,0.21219597725975764
smash,pulverize,61.14,1.786,destruction,0.544148126779233,0.4932284230562741,0.4212777362485396,0.4015876841018706,0.4350502376160086,0.4312585151850241
stroll,saunter,12.64,1.102,movement,0.43080830249261753,0.5153015557137965,0.47442520570970714,0.39633225029790775,0.3717756972543176,0.3526912011329624
speak,articulate,28.51,1.455,communication,0.4114039742595742,0.33353909435683715,0.3353209974668254,0.2950222417532078,0.3611550668221086,0.3319728148859104
rush,hasten,23.69,1.375,movement,0.5871322586982376,0.5231814865177129,0.46045014024987496,0.3885856846423063,0.3384734462482256,0.2746093508502786
shout,vociferate,4848.15,3.686,communication,0.4780701781708999,0.5176001798972253,0.470153682078342,0.37334816571441753,0.387759209198917,0.3150951317557676
hate,loathe,41.44,1.617,emotional,0.4432121571260885,0.49864115080703886,0.4156768227186389,0.37494746938610435,0.332226133464815,0.3334252480534434
ruin,ravage,43.42,1.638,destruction,0.5462898297807208,0.47700363188421824,0.38764754545215235,0.33860653341293384,0.2588928864448456,0.22582882457349557
see,perceive,106.58,2.028,perception,0.40068942404737623,0.28014042467718914,0.31874155228587286,0.19871720566782408,0.26534064453965506,0.2710083346991351
hope,aspire,62.98,1.799,emotional,0.4448590720734159,0.5511796774388549,0.4712481669278058,0.4252005579393657,0.41670475668381973,0.39639312679980937
listen,heed,23.65,1.374,perception,0.35791550045615594,0.3768144054582566,0.34398763758005235,0.2513474078711463,0.28147206307828154,0.2983372343559433
remember,recollect,123.1,2.09,cognitive,0.48860151242716077,0.46159525562669124,0.3827689965672793,0.332984492773364,0.34685420300020986,0.278308317797942
